CUSTOMER_NUMBER,BENFORD_DEV,ACTIVITY_SEQ_RARITY,TRANS_AMOUNT_Z_SCORE,BALANCE_COVERAGE_RATIO,SPIKE_1H_VS_24H,SPIKE_24H_VS_7D,SPIKE_7D_VS_30D,TRANS_AMOUNT_VS_30D_AVG_RATIO
144217,0.2710669,-0.17735,8.500132,-0.27983382,0.41353232,-0.10559509,-0.28370002,3.1280327
144217,0.30562648,-0.18113519,7.116857,0.448345,0.21822333,0.15375146,-0.29513356,4.2571063
144217,0.3650621,-0.17918575,4.5136156,-0.10589494,0.675784,0.46651688,0.25236034,5.7638607
144843,0.6253423,-0.17938247,3.4291713,0.6012502,0.17737423,-0.099332705,0.094423845,6.467949
145192,0.27718788,-0.17105275,8.268683,0.4011939,-0.07188057,-0.10559509,0.0031065075,3.262491
145308,-0.67811,-0.17098744,8.240607,-0.4166875,0.28323957,-0.11125275,-0.23197572,2.9217775
145308,-0.6686531,-0.1683787,8.246956,-0.35096052,0.06662523,0.22748643,-0.23197572,2.9030466
146271,0.20632987,-0.149791,4.1897926,-1.2106187,0.3765648,-0.10189495,-0.16641568,5.6331344
146404,-0.41924977,0.9463933,3.028839,3.0151455,0.56972975,-0.08167153,-0.16039664,2.0592337
146737,-0.17226022,-0.17450695,7.246169,2.2556627,0.043377362,-0.081455685,0.25131106,4.2366495
146737,-0.2076256,-0.17207494,7.1509047,2.3028135,-0.39485732,-0.08443987,-0.0038134502,4.1890144
147405,-0.5547957,-0.13590644,7.0763907,2.2131956,-0.38546503,-0.08443987,-0.0101837125,4.260416
147490,-0.7560721,-0.1031639,7.986815,-1.5872308,-0.015283805,-0.10755261,-0.17556468,2.8160264
147691,2.516148,-0.16963449,3.2336326,-0.099822454,-0.37245357,-0.10036693,-0.18857689,6.4948144
148377,-0.74350554,0.7397953,6.577063,-0.44193092,-0.5075055,-0.12251761,-0.1532183,4.222546
148546,0.7388131,-0.14822553,6.924603,-1.2661889,-0.40729427,-0.09617352,0.27170715,4.4798474
148546,0.582772,-0.045149412,8.315953,-1.4254136,-0.3842456,-0.09915771,-0.14383377,2.3899138
148546,0.6588452,-0.14229248,3.4196417,-1.2084988,-0.32590154,-0.09915771,-0.146937,6.418827
148670,0.39640772,-0.16211377,6.814908,-0.7360089,-0.36954054,-0.10170345,-0.19063625,4.3148856
149003,0.49940822,-0.06144838,3.759933,0.35051942,1.3415662,-0.10285785,-0.27040327,1.9857086
149320,0.21755105,-0.17327693,3.48863,2.2336988,-0.029153936,-0.078782216,-0.051076557,2.7002668
149707,-0.72209316,-0.1125242,6.6335835,-1.2516682,0.025427368,-0.10755261,-0.18566854,4.0655994
149707,-0.7087551,-0.10506551,3.8958247,-1.2580523,0.018020976,-0.10755261,-0.15317324,5.438816
149919,0.2405283,-0.17026515,6.819467,0.21691246,-0.4979456,-0.1026109,0.26039684,4.492973
149996,-0.80328155,-0.12821817,6.622938,-0.56929123,-0.49254727,-0.10736111,-0.056711845,4.1245084
149996,-0.77678967,-0.12768018,6.697184,-0.24942735,-0.22155495,-0.11125275,-0.043152846,4.173431
150206,-0.7056746,0.44909075,6.735008,-1.0988357,0.3660832,-0.09708744,0.0022926405,4.184312
150206,-0.7458383,0.28523123,3.088788,-1.3549374,-0.44027653,-0.10487712,-0.10221445,6.228346
150206,-0.7000132,0.32033905,3.2273743,-1.2356764,0.08513571,-0.10487712,-0.15855215,6.1686254
151315,2.0303404,-0.17063734,3.1883628,0.2728676,-0.40575832,-0.10285785,-0.20170361,2.6434307
151471,-0.5472208,-0.13583529,7.247745,2.2713482,0.08908918,-0.081455685,0.36335176,4.1483774
151533,-0.6273305,-0.17520945,2.6521728,0.28366503,0.024645736,-0.061074063,0.18150018,6.360683
151727,-0.79069734,-0.1273783,7.9372573,-0.38475055,-0.47971907,-0.11125275,-0.14461899,2.940736
151927,0.52498895,0.02802564,8.267487,-0.009564484,-0.4077117,-0.10285785,-0.17554064,2.505018
151932,0.57344854,-0.052848287,5.9813414,1.8945663,-0.46644124,-0.06677647,0.2455381,-0.88746655
152914,-0.28540537,-0.17155302,6.9546266,0.96094996,0.27743036,-0.10877111,0.00060425047,4.2952013
152931,-0.5026689,-0.17590424,7.0646505,1.001043,0.7289917,-0.10186993,-0.24462613,4.267511
152931,-0.5819866,-0.063415356,8.38268,0.6525316,0.5436843,-0.11125275,-0.113690786,2.5334494
152931,-0.5523223,-0.17819546,4.116543,0.33080405,0.24444868,0.48967007,-0.21069491,5.628686
152996,0.5473724,0.6635428,3.9154902,0.8047927,-0.42651722,-0.11164108,-0.19443765,6.012364
152996,0.4409482,0.83810943,7.47238,2.0872297,0.40660843,-0.08432566,0.24348892,4.539594
153446,-0.5097707,-0.06674233,3.4713206,4.0870786,-0.4769235,-0.07217068,-0.08748815,0.7051483
153452,0.12500939,-0.17299452,8.673052,0.7625968,0.9087115,-0.10868565,-0.29513356,3.372364
154049,0.6480185,-0.17813165,9.424141,2.8749866,0.23325203,-0.07306078,0.40330058,3.9849
154096,0.25801197,-0.17278582,6.977611,0.4453836,0.07297796,-0.1026109,0.3198749,4.373358
154096,0.0815559,-0.17032012,3.2677472,-0.37127265,-0.41401592,-0.10559509,-0.18857689,6.2073936
154096,0.12894255,-0.17085432,8.167334,0.26635954,-0.45272437,-0.10559509,-0.22409508,3.1417007
154208,-0.5758726,-0.048241347,6.3828235,3.054416,-0.48852563,-0.06918649,0.119278505,-1.3955145
154349,-0.56495684,-0.13433437,3.806383,2.9143398,-0.38208237,-0.08443987,-0.11700446,2.9390335
154557,-0.5291564,-0.13577165,3.544861,2.2956438,0.24106964,-0.090012066,-0.18431708,2.7057126
154821,-0.81247073,0.023817688,8.054582,0.21995702,-0.5565588,-0.10826856,0.13889097,3.1892805
154907,-0.4589187,-0.16368653,6.623131,0.14571148,-0.5061319,-0.11125275,-0.05667425,4.331643
154907,-0.51629615,-0.16532207,6.727019,-0.18644738,0.021499645,-0.11125275,-0.25768998,4.1614327
154907,-0.4326749,-0.1642239,6.71883,0.19348171,-0.054186895,-0.11125275,-0.25989023,4.294545
154996,-0.74940574,-0.13276361,6.7932673,-0.3035375,0.111182384,-0.10826856,0.22461356,4.199928
155117,0.7741777,-0.07321549,3.6087494,4.0900292,-0.4751808,-0.053267147,0.4144788,0.79667723
155117,0.56282264,-0.08479218,2.179807,3.485959,1.1646762,-0.020589545,0.34695855,-0.26423916
155196,2.3994203,-0.0496027,8.297104,0.3875359,-0.52694744,-0.09738274,0.30042115,2.9613826
155260,-0.6518412,-0.13361111,6.79329,0.66113377,-0.04759547,-0.10578692,0.35015792,4.295163
155339,0.102347165,-0.17854834,7.149056,0.8747905,0.8459711,-0.10012926,0.4685608,4.4292116
155339,0.018356988,-0.1769159,6.9704323,0.53043616,-0.016688317,0.15375146,-0.2858895,4.2875104
155380,-0.0407765,-0.1226854,6.69023,-1.3622152,-0.37747103,-0.10189495,-0.16932845,4.2346563
155393,0.4257027,-0.18042287,8.588246,1.0965565,0.21778743,0.14181249,-0.00782,3.5476434
155393,0.5006166,-0.17327693,8.481556,1.1836201,0.0036645085,-0.09322808,0.25947458,3.5478508
155611,-0.76711804,-0.13457148,2.6651664,-0.28099313,-0.20703787,-0.06405826,-0.043871053,6.121848
156094,0.7376685,-0.17063312,6.999872,0.43593934,-0.45028156,-0.09987366,0.25361246,4.4737988
156094,0.60360247,-0.17731833,7.2818093,0.5868866,0.69924116,-0.09987366,0.4544102,4.505113
156155,0.64903873,-0.17885618,2.916073,-0.21336223,-0.33549786,-0.059991837,-0.18857689,6.296155
156318,2.7642324,-0.141571,3.5665212,-0.96397835,-0.4095381,-0.093682595,0.19600399,6.5273294
156437,-0.42498624,-0.05256696,8.245646,-0.5394344,-0.11431935,-0.1088473,-0.19649541,2.214092
156444,1.8656563,-0.16939102,6.972038,0.7924366,-0.4704493,-0.0949011,0.3608251,4.448707
156557,0.64131266,-0.052048244,2.190553,2.4678006,-0.32363752,-0.07604497,-0.16866532,2.2201474
156695,-0.69896084,1.006206,3.8491359,-0.23998573,1.3623463,0.5795431,0.39666554,6.302674
156695,-0.71562743,1.0040032,4.6656675,-0.17950472,1.5876117,0.90235054,0.30738735,5.5817266
156695,-0.57639235,1.0821768,7.289589,0.42022222,0.37514693,0.98941755,-0.21965697,4.297796
156695,-0.66913974,0.9103838,6.876739,-0.1786008,0.924024,-0.12251761,-0.24686342,4.266531
156712,0.10613637,-0.17189902,4.065749,-0.4366606,-0.46512902,0.16750072,0.10425173,5.6258845
157038,-0.762989,-0.1273783,6.5844245,-0.27620107,-0.44641432,-0.11125275,-0.15794322,4.1373305
157376,0.6672364,-0.17334397,8.579707,1.1310967,-0.09194854,0.13146146,0.39010674,3.6204772
157507,0.7181207,-0.17253473,6.9435663,0.4281617,-0.40433896,-0.10285785,-0.02271125,4.4332156
157507,0.64614505,-0.17481059,7.022101,0.29024616,0.050128147,-0.09987366,0.3198749,4.588802
157686,0.17200606,-0.17278582,8.273187,0.36957628,0.036378115,-0.10559509,-0.04494892,3.172963
157905,-0.65369046,-0.16613272,3.8829014,-0.3494206,0.03819854,-0.11125275,-0.20958428,5.4268703
157905,-0.6925616,-0.1657349,3.827922,-0.26673186,-0.44466153,0.22748643,-0.13685262,5.507062
157905,-0.6350061,-0.1709422,4.067047,-0.22199284,0.68324137,-0.11125275,-0.20958428,5.4224515
158366,-0.7876809,-0.1191985,6.616956,-0.82455826,-0.53630257,-0.10437692,0.26049784,4.2231326
158366,-0.7697586,-0.12012958,6.5682826,-0.8323018,-0.43772593,-0.10736111,-0.15063861,4.0970426
158648,-0.6352536,-0.13947894,3.9185343,0.16677499,0.5009562,-0.11125275,-0.04424698,5.611956
158648,-0.645298,-0.13412257,6.653311,0.39853457,-0.410286,-0.11125275,-0.15935342,4.1569495
158648,-0.6794544,-0.13412257,6.653311,0.27910104,-0.45791122,-0.11125275,-0.15935342,4.1381073
158648,-0.6882687,-0.13487683,3.2369225,-0.21556777,0.24439189,-0.11125275,-0.20828341,6.0583124
159101,-0.1719641,-0.17198087,3.797551,0.88241184,-0.43669447,-0.09946448,-0.17557922,5.8484254
159107,-0.5560144,-0.13664863,7.0809445,1.409808,0.10159398,-0.0932597,-0.044464085,4.1728826
159107,-0.5708573,-0.13676637,3.902443,0.8346142,0.016549682,-0.10186993,-0.20427456,5.6877503
159170,0.6646926,-0.17155723,7.289438,2.0233223,-0.26328996,-0.07604497,-0.17132281,4.364438
159221,-0.508656,-0.1345422,7.209976,2.2332633,-0.06510677,-0.08443987,-0.20910627,4.013559
159293,-0.44884735,-0.15901157,8.042482,-1.2389954,0.07936039,-0.102424674,0.34376836,3.075887
159296,0.43749306,-0.17253473,8.325906,1.144374,-0.4755383,-0.09322808,0.25106204,3.49434
159296,0.32211003,-0.053949863,8.203898,0.667672,-0.44035408,-0.10311345,-0.18729858,2.5168433
159803,-0.7733356,-0.1098804,7.8659334,-1.4023415,-0.44218776,-0.10755261,-0.13159232,2.865388
160035,-0.70626396,-0.13400482,6.669452,0.2950946,-0.5034486,-0.11125275,-0.016816985,4.195799
160035,-0.61766946,-0.1416211,6.8504558,0.41485557,0.20356967,-0.11125275,-0.22666603,4.071547
160209,-0.53247327,-0.053930447,8.175463,-1.0478791,0.0015587377,-0.10736111,-0.18708982,2.119563
160339,-0.6463417,0.081248514,4.4348702,-1.1214713,0.7227442,0.7081034,-0.16636541,5.57914
160339,-0.71211743,0.08874703,4.153754,-1.1532766,-0.4106358,0.8684888,-0.10074942,5.595489
160339,-0.6463417,0.081248514,4.4348702,-1.1279069,0.7227442,0.6484097,-0.16636541,5.564284
160829,2.2601678,-0.16337481,8.312187,-0.6031205,-0.3974935,-0.09647529,-0.19063625,3.4763322
160864,2.5127208,-0.052039083,3.727238,0.0051306775,-0.19197516,-0.086333714,-0.18250656,1.6618922
160864,2.568287,-0.052251354,3.6171272,-0.070031635,-0.11799353,-0.08252554,-0.1988546,1.0558825
160968,-0.23429708,-0.17376475,3.799024,2.9371157,-0.42858565,-0.08443987,-0.053703282,3.0541553
160968,-0.25464737,-0.062296085,4.216542,2.810433,0.2380829,-0.06659849,-0.17329758,1.388698
160968,-0.23682867,-0.18038434,1.8763114,2.7867897,-0.36987346,-0.047637507,-0.14219075,3.009123
161021,0.24884029,-0.17063312,8.612515,1.7041211,-0.48573866,-0.08461785,0.2409179,3.5397758
161249,0.5187856,-0.14996298,8.203802,-1.3558726,-0.3645292,-0.09915771,-0.17158999,3.058151
161507,-0.5852216,-0.14358062,6.649022,-1.3261038,-0.035295933,-0.10755261,0.01309179,4.1675406
161603,0.6136272,-0.053378675,6.640536,3.0199885,-0.008173972,-0.055219393,0.32604507,-1.2842989
161603,0.49159282,-0.17755458,1.6252198,2.12285,-0.07550658,-0.04357109,0.009021576,2.8032901
161846,-0.4735791,-0.09326951,1.6716696,4.3722773,0.7459976,-0.027652984,0.20591539,0.50507903
162014,-0.51812476,-0.13846384,6.6560946,-1.4027067,0.0003034412,-0.10755261,-0.18955235,4.1685863
162029,-0.18365452,-0.15118144,6.6507916,-1.2937917,-0.43255442,-0.10189495,-0.053892992,4.214508
162457,0.23204784,-0.15168266,6.814749,-1.2180092,0.03426367,-0.10189495,-0.02036702,4.3074536
162565,0.60453343,-0.17176507,7.076252,0.8897118,-0.09376722,-0.10037621,-0.28420708,4.4046364
162565,0.47709817,-0.17847599,7.0575266,0.20381346,0.315024,-0.10285785,-0.29682675,4.457945
162565,0.62827456,-0.16533984,8.210941,0.06159898,-0.37843308,-0.10843005,-0.22409508,3.2916105
162594,-0.7385428,-0.13442445,6.8003683,0.3973684,0.0115309805,-0.10826856,0.20578371,4.243336
162644,-0.6119458,-0.13509311,8.490282,1.7236942,-0.5310313,-0.09027551,0.2697667,3.5174391
162736,-0.7496565,-0.123430476,3.7112427,-0.29876655,-0.44641432,-0.11682494,-0.13555177,5.458015
163127,-0.7945165,-0.11178129,6.526335,-1.1485665,-0.48830402,-0.10736111,-0.0068967193,4.1007285
163565,2.2510815,0.03703051,3.3958328,0.49823797,-0.48795423,-0.08512283,0.17090455,1.2310512
163587,-0.7685469,0.07215018,6.6425915,-0.22376937,-0.26987946,-0.10826856,0.29698458,4.412534
163587,-0.7525264,0.02655015,8.093756,-0.47756916,-0.2733149,-0.11020924,-0.13356444,2.1922805
163649,-0.63136464,-0.16828798,6.7017503,0.43853712,-0.48269483,-0.10826856,0.17766868,4.2670746
163934,0.057173137,-0.1707705,3.804213,0.23813793,-0.52223283,-0.1026109,0.31090957,5.84739
164557,-0.8041803,-0.12833592,7.9596295,-0.6831015,-0.4741976,-0.10736111,-0.13981096,2.9010096
164612,-0.56404454,0.019491654,8.071224,-0.3213325,-0.2660779,-0.11020924,0.023991149,3.1434972
164657,-0.6887401,0.027601998,8.0222845,0.3848616,-0.48912814,-0.11125275,-0.016816985,3.1902583
164657,-0.6957103,0.027601998,6.7017503,0.42169887,-0.47992593,-0.10826856,0.16398005,4.3435063
164786,0.42522573,-0.16832581,6.8548036,-0.08278866,-0.4889531,-0.1026109,0.32901168,4.487176
165086,-0.6971803,0.09099842,3.9704258,-1.3006818,0.22441347,-0.10755261,-0.15317324,5.489303
165086,-0.716182,0.093561925,6.7694573,-1.3907982,0.017200489,0.18358898,-0.1410955,4.241471
165086,-0.74888,0.098077334,6.614392,-1.3926045,-0.16020656,-0.10755261,-0.1478633,4.213545
165086,-0.7326618,0.08931444,2.606574,-1.2809137,-0.3839294,0.50456387,-0.098487906,6.2600393
165086,-0.67660207,0.09099842,4.128505,-1.284021,0.70517343,-0.10755261,-0.15317324,5.524857
165086,-0.73042923,0.09578612,6.732088,-1.3696772,-0.16020656,0.18358898,-0.1478633,4.2285767
165086,-0.70736766,0.09099842,6.7488356,-1.410959,0.33443895,-0.10755261,-0.17556468,4.1987677
165086,-0.67981195,0.08870721,7.081486,-1.3767492,0.4319535,0.7081034,-0.16711323,4.3112698
165269,-0.42939833,-0.15373118,6.654745,-1.2857008,0.014209191,-0.10755261,-0.19581594,4.164655
165428,-0.7144876,-0.13319148,6.789987,0.9599342,-0.52861166,-0.098885745,0.25656813,4.374621
165654,-0.7340434,-0.17047428,2.6193986,-0.42327744,-0.4777375,-0.06405826,-0.063538946,6.0942135
165654,-0.6959268,-0.17286104,2.742659,-0.29532316,0.102066845,-0.061074063,0.1971371,6.1310363
166203,0.76053274,0.031342737,4.183701,-0.9536128,-0.20644358,-0.095982015,0.2748349,5.837732
166203,0.76670086,0.029471144,4.202322,-0.9520056,-0.43436384,0.14729206,0.25646788,5.843569
166203,0.66638726,0.028371703,3.010077,-1.1623857,-0.16840132,-0.053307507,0.2577905,6.493272
166203,0.79611754,0.029471144,4.1049714,-0.974933,-0.43436384,-0.09402978,0.25646788,5.828537
166567,-0.5796189,-0.06306166,3.7342563,3.6888165,-0.53946537,-0.063614294,0.13505802,0.8489409
167008,-0.42622954,-0.05861573,8.777211,-0.44013613,1.2016134,-0.11125275,0.023250142,2.4310231
167041,-0.17445952,0.10278917,8.117208,1.1725253,-0.46999928,-0.10186993,-0.19797066,3.5955155
167044,0.6141487,-0.17682722,7.186369,0.44551605,0.38914537,-0.09987366,0.44361377,4.500168
167340,0.61536497,-0.17134543,6.888879,0.665629,-0.36647022,-0.10037621,-0.22782092,4.3178854
167366,0.05051394,-0.1741844,6.914641,0.45822474,-0.2587449,-0.1026109,0.20747139,4.3982797
167410,0.70189184,-0.17275213,8.42109,-0.42736328,-0.04923666,-0.09896621,-0.22902714,3.2661035
167689,-0.66339,-0.13509311,3.970656,1.2855012,-0.5070001,-0.09027551,0.21158992,5.73056
167892,-0.7005939,-0.1324331,3.0167007,0.031939812,-0.4459907,-0.11125275,-0.13771024,6.249634
167892,-0.6428332,-0.13251778,3.789185,0.17095521,-0.03728559,-0.11125275,-0.19254407,5.6052656
167892,-0.63311464,-0.1345422,3.789185,0.23690657,-0.042911932,-0.11125275,-0.19334808,5.6150346
167892,-0.65029216,-0.14150335,6.8533745,0.413542,0.24765557,-0.11125275,-0.051097367,4.121175
167892,-0.6201689,-0.13412257,6.7413135,0.9215124,-0.4361521,-0.10186993,-0.15935342,4.2541614
168198,-0.28627607,-0.17137203,8.076694,0.3126046,-0.5409429,-0.11125275,0.073267765,3.2548208
168258,2.5331824,-0.048551176,5.987574,0.856794,-0.50559676,-0.07705971,0.25823265,-0.6963745
168258,2.27195,-0.14524832,6.8056836,0.3735182,-0.38359043,-0.10593913,-0.22782092,4.4330955
168388,-0.6441906,-0.13644382,3.7901359,0.23785736,-0.042911932,-0.11125275,-0.18002386,5.6127863
168573,-0.6545864,0.03345143,2.4578412,2.9180512,-0.45491484,-0.08702788,0.095659204,3.0771496
168625,-0.74221706,-0.12742354,3.7624183,-0.4079502,-0.44143417,-0.11125275,-0.13555177,5.4279385
168625,-0.75899786,-0.1273783,6.6505437,-0.35973516,-0.44641432,-0.11125275,-0.15794322,4.0766683
168625,-0.75899786,-0.1273783,6.6505437,-0.35973516,-0.44641432,-0.11125275,-0.15794322,4.0766683
168875,-0.7086267,-0.053065177,8.068907,0.64248294,-0.589706,-0.10578692,0.2189836,2.4861426
169356,2.0685742,-0.05302104,6.336382,2.060546,-0.40754378,-0.05272847,0.11486628,-1.5101382
169356,2.2067666,-0.17881961,2.7576287,0.5006938,-0.4375757,-0.0561978,0.21877836,6.5789714
169356,2.1503,-0.17474976,3.3928883,0.61959946,0.05305218,-0.08799992,0.27554855,6.5861006
169356,2.5227318,-0.18790141,0.9094473,0.5446234,0.76890206,-0.039884295,0.3272969,3.75588
169356,2.2235587,-0.18839756,0.4600769,0.56068736,0.36557823,0.32956922,0.25907576,4.2435203
169356,2.4069793,-0.18861371,0.82342315,0.43535003,0.2775702,-0.042868484,-0.28694507,3.5582519
169356,1.849493,-0.1803168,7.130784,0.85008246,0.17765985,-0.08237388,-0.28850028,4.2356653
169356,2.5394657,-0.069316514,0.79833317,0.4061968,0.32030624,-0.042868484,-0.2509087,3.006816
169413,-0.769179,-0.04820962,8.1016,-0.6263364,-0.5018413,-0.11125275,-0.12093747,2.1721
169589,-0.7873525,0.027601998,3.6713421,0.1969199,-0.5438157,-0.10826856,0.15284918,5.7689867
169616,-0.60846007,-0.15564133,3.7900312,-0.8178573,-0.4453654,-0.10736111,-0.14223483,5.4360514
169616,-0.62831694,-0.15564133,6.589996,-0.86891943,-0.4453654,-0.10736111,-0.16462629,4.115367
169616,-0.48989746,-0.17022203,8.568667,-0.40823457,0.959247,-0.11125275,-0.26922977,3.1224983
169876,-0.45116547,0.39962846,2.8393288,3.007302,0.042200748,-0.06013299,-0.16039664,1.992538
170194,-0.34510708,-0.16447411,3.7837937,0.57557434,-0.052368112,-0.10877111,-0.0383591,5.6943145
170259,-0.7237792,-0.13002211,8.057739,-0.31622463,0.012492006,-0.11125275,-0.23067485,2.9146605
170272,-0.6890215,-0.054966796,8.087468,0.57217664,-0.58043253,-0.10826856,0.2189836,2.481491
170490,-0.6243054,-0.13676637,3.8032258,0.28147194,0.066527136,-0.11125275,-0.20427456,5.590536
170490,-0.6276539,-0.13676637,3.1273782,0.24510789,0.047255896,-0.11125275,-0.20427456,6.2573934
170490,-0.56516284,-0.14391232,7.042688,0.62364835,0.46054205,0.17988884,-0.22666603,4.16028
170490,-0.62896067,-0.13412257,6.6921844,0.8064745,-0.4361521,-0.10877111,-0.15935342,4.2541614
170563,0.33735,-0.17155723,7.1618953,2.1012745,-0.285219,-0.078782216,-0.22118765,4.2464905
171045,0.23258571,0.25681826,2.7785637,0.43122956,-0.20946112,-0.050143097,-0.013611858,6.589476
171045,0.2639685,0.28992125,3.9385738,0.66895264,0.039215088,-0.08881209,0.40288794,5.894069
171107,-0.5210009,0.98148024,6.49677,3.5428178,-0.5409699,-0.09272057,0.25703052,3.6121101
171259,-0.6454061,0.08760814,3.0019488,0.19919582,-0.503025,-0.1093005,0.022915378,6.508689
171578,-0.71416354,0.29953888,6.655952,-0.8348779,-0.23914915,-0.09708744,-0.16574705,4.2214103
171583,-0.173661,-0.05318539,8.1148615,-0.3670153,-0.53080416,-0.10559509,-0.06495694,2.2810602
171728,-0.8386344,-0.12726055,3.7039895,-0.2759981,-0.5249403,-0.10826856,0.106958725,5.5108733
172053,0.7341232,-0.05506802,5.7648015,0.6904777,0.025203532,-0.08584044,0.39756602,-0.6722336
172229,-0.7478563,-0.051284336,8.058779,-0.547054,-0.50639784,-0.11125275,-0.12223832,2.165404
172568,-0.55113095,0.14926432,7.1655107,2.194884,-0.23770033,-0.081455685,0.28287536,4.4386444
173001,2.7359204,-0.1719257,8.191408,-0.16023977,-0.40575832,0.14290717,-0.21096835,3.5973158
173137,-0.5302616,-0.14856064,9.153586,3.517953,0.82540524,-0.081455685,0.3638916,3.7275045
173137,-0.4709677,-0.0649688,3.170601,2.4118392,0.7157821,0.34222436,0.20918387,0.6031383
173165,-0.5399188,-0.1359141,3.7894464,-1.3181016,-0.4611075,-0.10456842,0.1083069,5.544388
173186,0.5664746,-0.17134543,7.1484323,1.3506728,-0.339258,-0.0848648,-0.22118765,4.318357
173328,-0.78375757,-0.0074813752,8.21524,-1.6177725,0.2749349,-0.11196352,-0.0032287352,2.1489067
173446,0.47002783,-0.17072475,2.9990115,-0.63036376,0.062270798,-0.056100197,-0.04167743,6.3094034
173606,-0.6752615,-0.13664863,3.778368,0.27944535,0.09752759,-0.10826856,0.19101705,5.6780624
173606,-0.66487795,-0.1345422,3.7793458,0.19069594,-0.20814557,-0.11125275,-0.15007542,5.615896
173606,-0.670913,-0.13442445,6.8003683,0.39290667,0.010128656,-0.10826856,0.22020419,4.258873
173968,-0.40800002,-0.16534862,3.8911872,-0.29595935,0.16809276,-0.10826856,0.37319338,5.598886
174177,-0.6977641,-0.13773692,3.7722409,0.54655087,0.074228264,-0.10578692,0.31786957,5.714224
174549,-0.5276026,0.025516547,8.082698,-0.66769415,-0.2458015,-0.1129333,-0.19868281,3.0519605
174600,-0.50149447,-0.042220544,2.1909282,4.078781,0.085808024,-0.07597885,-0.026201801,1.4818314
174600,-0.45773166,-0.055168334,3.7788835,4.0345783,0.685872,-0.06659849,-0.1373496,0.9822709
174635,-0.18291768,-0.16614568,6.8830104,2.8030446,-0.06277988,-0.082034424,-0.24718368,3.8226457
174635,-0.113493346,-0.17936167,2.9777007,2.7162523,0.96153027,-0.082034424,-0.05972551,3.2812662
174833,2.136065,-0.14265929,3.395474,-1.3627344,-0.06158199,-0.093682595,0.28066677,2.61067
175077,0.33521828,-0.16760942,8.17249,0.32383305,-0.43650737,-0.11116729,-0.22782092,3.1946337
175103,-0.47424084,1.2546091,1.8471819,1.5880857,0.88389283,0.15453027,-0.02972448,1.79902
175103,-0.50432426,0.9321829,4.076039,2.8595421,-0.49411455,0.7968093,-0.0492581,3.1766438
175103,-0.4419879,0.9489874,2.467115,2.3319368,0.5659364,-0.07786336,-0.133472,1.1640371
175333,2.1927748,-0.050835457,2.00678,1.7853637,-0.37484145,-0.036851283,-0.05145716,1.569744
175333,1.919878,-0.045364633,6.310435,3.2735488,-0.3718673,-0.059520837,-0.18012549,-0.13131158
175367,-0.1925346,-0.1710498,8.080708,0.6563761,-0.56805944,-0.10586311,0.31699845,3.2983842
175385,0.5803931,-0.17105275,7.32897,2.0530212,-0.056008637,-0.07604497,0.009739782,4.39135
175416,0.6686403,-0.17010832,4.080671,-0.38286433,-0.34003043,-0.09896621,-0.18376885,5.653989
175416,0.67056745,-0.16985147,6.989363,-0.18854362,-0.34555188,-0.10285785,-0.21096835,4.3123674
175416,0.75953233,-0.16913915,7.062762,-0.17130727,-0.42407787,-0.09987366,0.24293514,4.4206014
175839,-0.58464766,-0.05578013,3.3250084,2.519902,-0.48564488,-0.081455685,0.14847112,2.1107702
176579,2.3729787,-0.01095709,8.562414,0.06341384,-0.101094395,-0.09738274,0.3451226,2.839541
176607,0.21105288,-0.16479793,7.0153446,2.8074422,-0.0038114525,-0.07579802,0.30915445,3.9124358
176809,-0.7366476,-0.12779793,3.0557642,-0.23885694,-0.20680004,-0.11125275,-0.15408425,6.171509
176809,-0.61362886,-0.1345422,6.757839,0.61154723,-0.07179945,-0.10877111,-0.21573952,4.136445
176946,-0.5823774,-0.17093179,6.7693996,0.6285832,0.047615573,-0.10877111,-0.05751771,4.169831
176946,-0.5744974,-0.16840571,3.671032,0.4114805,-0.43247926,-0.11125275,-0.1433823,5.6537175
177023,0.74882466,-0.05154773,8.333462,0.3491137,-0.45940894,-0.10285785,-0.06808352,2.6043534
177023,0.824467,-0.17006327,3.3554761,-0.083948426,-0.3451283,-0.10285785,-0.18857689,6.4901595
177236,0.6813485,-0.1724636,8.487658,1.1282073,0.0018763337,-0.09739202,0.46698743,3.6011872
177522,-0.67131716,-0.14159495,2.7533822,1.198571,-0.49382526,-0.05347315,0.21158992,6.373239
177769,-0.640211,-0.1345422,3.7862453,0.43661243,-0.17815568,-0.11125275,-0.13871591,5.6482596
177769,-0.6455931,-0.13412257,8.045016,0.94954157,-0.46945694,-0.10877111,-0.15935342,3.3114338
178064,-0.21072878,-0.15500762,7.985526,-1.2683094,-0.4476197,-0.10170345,-0.17418265,2.9605393
178307,-0.20977387,-0.14384049,8.007721,-1.5958501,-0.41118792,-0.10189495,-0.110219546,2.9497607
179258,-0.5478021,-0.13238722,6.551819,-1.4182965,-0.45213717,-0.11196352,-0.034865573,4.209176
180362,-0.6280059,-0.12776168,3.4655974,2.030187,-0.23770033,-0.08702788,0.22469863,6.453242
180824,-0.6614433,-0.13319148,8.596955,2.5109298,-0.4749655,-0.081455685,0.24387358,3.5377977
181096,0.79214704,-0.16937326,7.020455,0.024287706,-0.04299683,-0.10285785,0.028275942,4.572519
181164,0.4546567,-0.1698198,6.8922725,0.42684624,-0.49608573,-0.1026109,0.3608251,4.43675
